,MN_Grid,MN,IN_Grid,IN,TX_Grid,TX,MS_Grid,MS,IA_Grid,IA
0,22252018.03161422,66955045.90970355,22252018.03161422,66955045.90970355,22252018.03161422,50196586.25992842,25655267.848214045,108416091.01790532,17232779.4457041,55183960.86188023
