,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),Hydrogen Hourly production (kg)
1776,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.526241363696
1777,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.50247177257
1778,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.478702175564
1779,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.454932572673
1780,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.431162963907
1781,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.407393349253
1782,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.383623728723
1783,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.359854102315
1784,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.33608447002
1785,714545.7662371076,0.0,714545.7662371076,714545.7662371076,13400.698750988315
1786,607498.9584993562,0.0,607498.9584993562,607498.9584993562,11558.816004298462
1787,529152.5046429966,0.0,529152.5046429966,529152.5046429966,10184.858213203606
1788,510598.2204238001,0.0,510598.2204238001,510598.2204238001,9856.020740881295
1789,458210.55277801544,0.0,458210.55277801544,458210.55277801544,8920.045039033936
1790,680244.9558697428,0.0,680244.9558697428,680244.9558697428,12814.651464000995
1791,699972.2330287615,0.0,699972.2330287615,699972.2330287615,13152.09884726687
1792,697622.7077897951,0.0,697622.7077897951,697622.7077897951,13111.954031013314
1793,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.128004698461
1794,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.104235008805
1795,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.080465313267
1796,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.056695611845
1797,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.032925904541
1798,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15676.009156191361
1799,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.985386472295
1800,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.961616747356
1801,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.937847016528
1802,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.91407727982
1803,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.890307537233
1804,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.866537788763
1805,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.842768034412
1806,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15675.818998274179
1807,415572.90436846175,0.0,415572.90436846175,415572.90436846175,8149.400850298805
1808,212851.76895049782,0.0,212851.76895049782,212851.76895049782,4361.376982048122
1809,57035.63226782875,0.0,57035.63226782875,57035.63226782875,1216.358014892729
1810,38151.52516779196,0.0,38151.52516779196,38151.52516779196,812.3672633927074
1811,0.0,0.0,0.0,0.0,0.0
1812,71105.7850895478,0.0,71105.7850895478,71105.7850895478,1262.063703743747
1813,105195.639741845,0.0,105195.639741845,105195.639741845,2126.9034183557796
1814,80075.77165193205,0.0,80075.77165193205,80075.77165193205,1708.6394854024045
1815,61482.74361662981,0.0,61482.74361662981,61482.74361662981,1310.7156017505336
1816,122746.92718709029,0.0,122746.92718709029,122746.92718709029,2427.9454074732907
1817,245304.80083861813,0.0,245304.80083861813,245304.80083861813,4983.276073702449
1818,413247.7287488302,0.0,413247.7287488302,413247.7287488302,8106.250448331122
1819,706309.8973767665,0.0,706309.8973767665,706309.8973767665,13258.504345601825
1820,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.151117395519
1821,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.127347216689
1822,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.103577031985
1823,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.07980684139
1824,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.056036644923
1825,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15674.032266442571
1826,662803.1341546825,0.0,662803.1341546825,662803.1341546825,12513.383951222906
1827,211058.0512793868,0.0,211058.0512793868,211058.0512793868,4326.185428092331
1828,118254.87459337541,0.0,118254.87459337541,118254.87459337541,2499.3658237466284
1829,333339.04116440547,0.0,333339.04116440547,333339.04116440547,6638.827747306671
1830,407892.74911918084,0.0,407892.74911918084,407892.74911918084,8008.720519209405
1831,706551.4694017428,0.0,706551.4694017428,706551.4694017428,13262.38400098187
1832,773231.5538347333,0.0,773231.5538347333,773231.5538347333,14392.12684958252
1833,80629.79601664538,0.0,80629.79601664538,80629.79601664538,1719.8586306195655
1834,292588.0401000712,0.0,292588.0401000712,292588.0401000712,5714.659925221387
1835,322576.513445953,0.0,322576.513445953,322576.513445953,6438.61645283215
1836,271044.9784100867,0.0,271044.9784100867,271044.9784100867,5471.829908522799
1837,166061.5112546242,0.0,166061.5112546242,166061.5112546242,3449.809211228672
1838,175503.60845044078,0.0,175503.60845044078,175503.60845044078,3635.0173311406506
1839,130655.64846635157,0.0,130655.64846635157,130655.64846635157,2748.076074929046
1840,121777.45814149443,0.0,121777.45814149443,121777.45814149443,2570.1290368280015
1841,48245.26174712209,0.0,48245.26174712209,48245.26174712209,1029.403715227631
1842,34480.09797562739,0.0,34480.09797562739,34480.09797562739,733.5902310893986
1843,55534.18102542032,0.0,55534.18102542032,55534.18102542032,1105.9852956010282
1844,849883.9862889352,0.0,849883.9862889352,849883.9862889352,14475.909781578805
1845,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15672.768571524542
1846,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15672.744801003553
1847,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15672.721030476696
1848,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15672.662493408814
1849,849883.9862889352,0.0,849883.9862889352,849883.9862889352,15672.638722861577
1850,445591.53746222745,0.0,445591.53746222745,445591.53746222745,8690.695582834474
1851,387490.00041722844,0.0,387490.00041722844,387490.00041722844,7635.788984555421
1852,354234.8576289769,0.0,354234.8576289769,354234.8576289769,7024.867710015393
1853,165805.88710445643,0.0,165805.88710445643,165805.88710445643,3444.5106953009217
1854,285226.01348892425,0.0,285226.01348892425,285226.01348892425,5738.936354900889
1855,498002.6097831246,0.0,498002.6097831246,498002.6097831246,9629.551476962872
1856,391234.9327114627,0.0,391234.9327114627,391234.9327114627,7704.1907672397365
1857,193118.37307895976,0.0,193118.37307895976,193118.37307895976,3978.260775491702
1858,230144.3065101414,0.0,230144.3065101414,230144.3065101414,4692.78996244189
