,Energy to electrolyzer (kWh),Energy from grid (kWh),Energy from renewables (kWh),Total energy (kWh),energy_from_the_grid_old,energy_to_electrolyzer_old,total_energy_old,Hydrogen Hourly production (kg)
1175,455155.9196282301,455155.9196282301,0.0,455155.9196282301,480000.0,480000.0,455155.9196282301,8366.316447324267
1176,455156.6805691596,455156.6805691596,0.0,455156.6805691596,480000.0,480000.0,455156.6805691596,8366.316447324267
1177,455157.44151008903,455157.44151008903,0.0,455157.44151008903,480000.0,480000.0,455157.44151008903,8366.316447324267
1178,455158.2024510184,455158.2024510184,0.0,455158.2024510184,480000.0,480000.0,455158.2024510184,8366.316447324267
1179,455158.9633919478,455158.9633919478,0.0,455158.9633919478,480000.0,480000.0,455158.9633919478,8366.316447324267
1180,455159.7243328772,455159.7243328772,0.0,455159.7243328772,480000.0,480000.0,455159.7243328772,8366.316447324267
1181,455160.48527380667,455160.48527380667,0.0,455160.48527380667,480000.0,480000.0,455160.48527380667,8366.316447324267
1182,455161.2462147361,455161.2462147361,0.0,455161.2462147361,480000.0,480000.0,455161.2462147361,8366.316447324267
1183,455162.0071556655,455162.0071556655,0.0,455162.0071556655,480000.0,480000.0,455162.0071556655,8366.316447324267
1184,455162.76809659484,455162.76809659484,0.0,455162.76809659484,480000.0,480000.0,455162.76809659484,8366.316447324267
1185,455163.5290375242,455163.5290375242,0.0,455163.5290375242,480000.0,480000.0,455163.5290375242,8366.316447324267
1186,455164.2899784537,455164.2899784537,0.0,455164.2899784537,480000.0,480000.0,455164.2899784537,8366.316447324267
1187,455165.05091938295,455165.05091938295,0.0,455165.05091938295,480000.0,480000.0,455165.05091938295,8366.316447324267
1188,455165.81186031236,455165.81186031236,0.0,455165.81186031236,480000.0,480000.0,455165.81186031236,8366.316447324267
1189,455166.5728012419,455166.5728012419,0.0,455166.5728012419,480000.0,480000.0,455166.5728012419,8366.316447324267
1190,455167.3337421712,455167.3337421712,0.0,455167.3337421712,480000.0,480000.0,455167.3337421712,8366.316447324267
1191,455168.09468310064,455168.09468310064,0.0,455168.09468310064,480000.0,480000.0,455168.09468310064,8366.316447324267
1192,455168.85562403,455168.85562403,0.0,455168.85562403,480000.0,480000.0,455168.85562403,8366.316447324267
1193,455169.6165649594,455169.6165649594,0.0,455169.6165649594,480000.0,480000.0,455169.6165649594,8366.316447324267
1194,455170.37750588893,455170.37750588893,0.0,455170.37750588893,480000.0,480000.0,455170.37750588893,8366.316447324267
1195,455171.1384468183,455171.1384468183,0.0,455171.1384468183,480000.0,480000.0,455171.1384468183,8366.316447324267
1196,455171.8993877477,455171.8993877477,0.0,455171.8993877477,480000.0,480000.0,455171.8993877477,8366.316447324267
1197,455172.66032867704,455172.66032867704,0.0,455172.66032867704,480000.0,480000.0,455172.66032867704,8366.316447324267
1198,455173.42126960645,455173.42126960645,0.0,455173.42126960645,480000.0,480000.0,455173.42126960645,8366.316447324267
1199,455174.1822105359,455174.1822105359,0.0,455174.1822105359,480000.0,480000.0,455174.1822105359,8366.316447324267
1200,455174.94315146527,455174.94315146527,0.0,455174.94315146527,480000.0,480000.0,455174.94315146527,8366.316447324267
1201,455175.7040923946,455175.7040923946,0.0,455175.7040923946,480000.0,480000.0,455175.7040923946,8366.316447324267
1202,455176.465033324,455176.465033324,0.0,455176.465033324,480000.0,480000.0,455176.465033324,8366.316447324267
1203,455177.22597425344,455177.22597425344,0.0,455177.22597425344,480000.0,480000.0,455177.22597425344,8366.316447324267
1204,455177.98691518296,455177.98691518296,0.0,455177.98691518296,480000.0,480000.0,455177.98691518296,8366.316447324267
1205,455178.7478561122,455178.7478561122,0.0,455178.7478561122,480000.0,480000.0,455178.7478561122,8366.316447324267
1206,455179.5087970416,455179.5087970416,0.0,455179.5087970416,480000.0,480000.0,455179.5087970416,8366.316447324267
1207,455180.26973797113,455180.26973797113,0.0,455180.26973797113,480000.0,480000.0,455180.26973797113,8366.316447324267
1208,455181.0306789005,455181.0306789005,0.0,455181.0306789005,480000.0,480000.0,455181.0306789005,8366.316447324267
1209,455181.7916198299,455181.7916198299,0.0,455181.7916198299,480000.0,480000.0,455181.7916198299,8366.316447324267
1210,455182.5525607593,455182.5525607593,0.0,455182.5525607593,480000.0,480000.0,455182.5525607593,8366.316447324267
1211,455183.31350168865,455183.31350168865,0.0,455183.31350168865,480000.0,480000.0,455183.31350168865,8366.316447324267
1212,455184.0744426181,455184.0744426181,0.0,455184.0744426181,480000.0,480000.0,455184.0744426181,8366.316447324267
1213,455184.8353835475,455184.8353835475,0.0,455184.8353835475,480000.0,480000.0,455184.8353835475,8366.316447324267
1214,455185.5963244768,455185.5963244768,0.0,455185.5963244768,480000.0,480000.0,455185.5963244768,8366.316447324267
1215,455186.3572654063,455186.3572654063,0.0,455186.3572654063,480000.0,480000.0,455186.3572654063,8366.316447324267
1216,455187.1182063357,455187.1182063357,0.0,455187.1182063357,480000.0,480000.0,455187.1182063357,8366.316447324267
1217,455187.8791472651,455187.8791472651,0.0,455187.8791472651,480000.0,480000.0,455187.8791472651,8366.316447324267
1218,455188.64008819446,455188.64008819446,0.0,455188.64008819446,480000.0,480000.0,455188.64008819446,8366.316447324267
1219,455189.40102912387,455189.40102912387,0.0,455189.40102912387,480000.0,480000.0,455189.40102912387,8366.316447324267
1220,455190.16197005333,455190.16197005333,0.0,455190.16197005333,480000.0,480000.0,455190.16197005333,8366.316447324267
1221,455190.92291098274,455190.92291098274,0.0,455190.92291098274,480000.0,480000.0,455190.92291098274,8366.316447324267
1222,455191.6838519121,455191.6838519121,0.0,455191.6838519121,480000.0,480000.0,455191.6838519121,8366.316447324267
1223,455192.4447928415,455192.4447928415,0.0,455192.4447928415,480000.0,480000.0,455192.4447928415,8366.316447324267
1224,455193.2057337709,455193.2057337709,0.0,455193.2057337709,480000.0,480000.0,455193.2057337709,8366.316447324267
1225,455193.9666747004,455193.9666747004,0.0,455193.9666747004,480000.0,480000.0,455193.9666747004,8366.316447324267
1226,455194.72761562973,455194.72761562973,0.0,455194.72761562973,480000.0,480000.0,455194.72761562973,8366.316447324267
1227,455195.4885565591,455195.4885565591,0.0,455195.4885565591,480000.0,480000.0,455195.4885565591,8366.316447324267
1228,455196.24949748855,455196.24949748855,0.0,455196.24949748855,480000.0,480000.0,455196.24949748855,8366.316447324267
1229,455197.0104384179,455197.0104384179,0.0,455197.0104384179,480000.0,480000.0,455197.0104384179,8366.316447324267
1230,455197.77137934737,455197.77137934737,0.0,455197.77137934737,480000.0,480000.0,455197.77137934737,8366.316447324267
1231,455198.5323202768,455198.5323202768,0.0,455198.5323202768,480000.0,480000.0,455198.5323202768,8366.316447324267
1232,455199.293261206,455199.293261206,0.0,455199.293261206,480000.0,480000.0,455199.293261206,8366.316447324267
1233,455200.05420213554,455200.05420213554,0.0,455200.05420213554,480000.0,480000.0,455200.05420213554,8366.316447324267
1234,455200.81514306495,455200.81514306495,0.0,455200.81514306495,480000.0,480000.0,455200.81514306495,8366.316447324267
1235,455201.5760839943,455201.5760839943,0.0,455201.5760839943,480000.0,480000.0,455201.5760839943,8366.316447324267
1236,455202.33702492376,455202.33702492376,0.0,455202.33702492376,480000.0,480000.0,455202.33702492376,8366.316447324267
1237,455203.09796585306,455203.09796585306,0.0,455203.09796585306,480000.0,480000.0,455203.09796585306,8366.316447324267
1238,455203.8589067826,455203.8589067826,0.0,455203.8589067826,480000.0,480000.0,455203.8589067826,8366.316447324267
1239,455204.619847712,455204.619847712,0.0,455204.619847712,480000.0,480000.0,455204.619847712,8366.316447324267
1240,455205.3807886413,455205.3807886413,0.0,455205.3807886413,480000.0,480000.0,455205.3807886413,8366.316447324267
1241,455206.14172957075,455206.14172957075,0.0,455206.14172957075,480000.0,480000.0,455206.14172957075,8366.316447324267
1242,455206.9026705001,455206.9026705001,0.0,455206.9026705001,480000.0,480000.0,455206.9026705001,8366.316447324267
1243,455207.6636114296,455207.6636114296,0.0,455207.6636114296,480000.0,480000.0,455207.6636114296,8366.316447324267
1244,455208.424552359,455208.424552359,0.0,455208.424552359,480000.0,480000.0,455208.424552359,8366.316447324267
1245,455209.18549328827,455209.18549328827,0.0,455209.18549328827,480000.0,480000.0,455209.18549328827,8366.316447324267
1246,455209.94643421774,455209.94643421774,0.0,455209.94643421774,480000.0,480000.0,455209.94643421774,8366.316447324267
1247,455210.70737514715,455210.70737514715,0.0,455210.70737514715,480000.0,480000.0,455210.70737514715,8366.316447324267
1248,455211.46831607656,455211.46831607656,0.0,455211.46831607656,480000.0,480000.0,455211.46831607656,8366.316447324267
1249,455212.2292570059,455212.2292570059,0.0,455212.2292570059,480000.0,480000.0,455212.2292570059,8366.316447324267
1250,455212.9901979353,455212.9901979353,0.0,455212.9901979353,480000.0,480000.0,455212.9901979353,8366.316447324267
1251,455213.75113886484,455213.75113886484,0.0,455213.75113886484,480000.0,480000.0,455213.75113886484,8366.316447324267
1252,455214.51207979413,455214.51207979413,0.0,455214.51207979413,480000.0,480000.0,455214.51207979413,8366.316447324267
1253,455215.27302072354,455215.27302072354,0.0,455215.27302072354,480000.0,480000.0,455215.27302072354,8366.316447324267
1254,455216.03396165295,455216.03396165295,0.0,455216.03396165295,480000.0,480000.0,455216.03396165295,8366.316447324267
1255,455216.7949025823,455216.7949025823,0.0,455216.7949025823,480000.0,480000.0,455216.7949025823,8366.316447324267
1256,455217.55584351183,455217.55584351183,0.0,455217.55584351183,480000.0,480000.0,455217.55584351183,8366.316447324267
1257,455218.3167844412,455218.3167844412,0.0,455218.3167844412,480000.0,480000.0,455218.3167844412,8366.316447324267
1258,455219.07772537053,455219.07772537053,0.0,455219.07772537053,480000.0,480000.0,455219.07772537053,8366.316447324267
1259,455219.83866629994,455219.83866629994,0.0,455219.83866629994,480000.0,480000.0,455219.83866629994,8366.316447324267
1260,455220.59960722935,455220.59960722935,0.0,455220.59960722935,480000.0,480000.0,455220.59960722935,8366.316447324267
1261,455221.36054815876,455221.36054815876,0.0,455221.36054815876,480000.0,480000.0,455221.36054815876,8366.316447324267
1262,455222.1214890882,455222.1214890882,0.0,455222.1214890882,480000.0,480000.0,455222.1214890882,8366.316447324267
1263,455222.8824300176,455222.8824300176,0.0,455222.8824300176,480000.0,480000.0,455222.8824300176,8366.316447324267
1264,455223.643370947,455223.643370947,0.0,455223.643370947,480000.0,480000.0,455223.643370947,8366.316447324267
1265,455224.4043118764,455224.4043118764,0.0,455224.4043118764,480000.0,480000.0,455224.4043118764,8366.316447324267
1266,455225.1652528058,455225.1652528058,0.0,455225.1652528058,480000.0,480000.0,455225.1652528058,8366.316447324267
1267,455225.92619373515,455225.92619373515,0.0,455225.92619373515,480000.0,480000.0,455225.92619373515,8366.316447324267
1268,455226.68713466456,455226.68713466456,0.0,455226.68713466456,480000.0,480000.0,455226.68713466456,8366.316447324267
1269,455227.4480755939,455227.4480755939,0.0,455227.4480755939,480000.0,480000.0,455227.4480755939,8366.316447324267
1270,455228.2090165234,455228.2090165234,0.0,455228.2090165234,480000.0,480000.0,455228.2090165234,8366.316447324267
1271,455228.9699574528,455228.9699574528,0.0,455228.9699574528,480000.0,480000.0,455228.9699574528,8366.316447324267
1272,455229.7308983822,455229.7308983822,0.0,455229.7308983822,480000.0,480000.0,455229.7308983822,8366.316447324267
1273,455230.49183931155,455230.49183931155,0.0,455230.49183931155,480000.0,480000.0,455230.49183931155,8366.316447324267
1274,455231.25278024096,455231.25278024096,0.0,455231.25278024096,480000.0,480000.0,455231.25278024096,8366.316447324267
1275,455232.0137211705,455232.0137211705,0.0,455232.0137211705,480000.0,480000.0,455232.0137211705,8366.316447324267
1276,455232.7746620998,455232.7746620998,0.0,455232.7746620998,480000.0,480000.0,455232.7746620998,8366.316447324267
1277,455233.53560302925,455233.53560302925,0.0,455233.53560302925,480000.0,480000.0,455233.53560302925,8366.316447324267
1278,455234.29654395866,455234.29654395866,0.0,455234.29654395866,480000.0,480000.0,455234.29654395866,8366.316447324267
1279,455235.05748488795,455235.05748488795,0.0,455235.05748488795,480000.0,480000.0,455235.05748488795,8366.316447324267
1280,455235.8184258174,455235.8184258174,0.0,455235.8184258174,480000.0,480000.0,455235.8184258174,8366.316447324267
1281,455236.5793667468,455236.5793667468,0.0,455236.5793667468,480000.0,480000.0,455236.5793667468,8366.316447324267
1282,455237.3403076761,455237.3403076761,0.0,455237.3403076761,480000.0,480000.0,455237.3403076761,8366.316447324267
1283,455238.10124860564,455238.10124860564,0.0,455238.10124860564,480000.0,480000.0,455238.10124860564,8366.316447324267
1284,455238.862189535,455238.862189535,0.0,455238.862189535,480000.0,480000.0,455238.862189535,8366.316447324267
1285,455239.6231304644,455239.6231304644,0.0,455239.6231304644,480000.0,480000.0,455239.6231304644,8366.316447324267
1286,455240.3840713938,455240.3840713938,0.0,455240.3840713938,480000.0,480000.0,455240.3840713938,8366.316447324267
1287,455241.1450123232,455241.1450123232,0.0,455241.1450123232,480000.0,480000.0,455241.1450123232,8366.316447324267
1288,455241.9059532527,455241.9059532527,0.0,455241.9059532527,480000.0,480000.0,455241.9059532527,8366.316447324267
1289,455242.66689418204,455242.66689418204,0.0,455242.66689418204,480000.0,480000.0,455242.66689418204,8366.316447324267
1290,455243.4278351115,455243.4278351115,0.0,455243.4278351115,480000.0,480000.0,455243.4278351115,8366.316447324267
1291,455244.18877604086,455244.18877604086,0.0,455244.18877604086,480000.0,480000.0,455244.18877604086,8366.316447324267
1292,455244.9497169702,455244.9497169702,0.0,455244.9497169702,480000.0,480000.0,455244.9497169702,8366.316447324267
1293,455245.71065789973,455245.71065789973,0.0,455245.71065789973,480000.0,480000.0,455245.71065789973,8366.316447324267
1294,455246.47159882897,455246.47159882897,0.0,455246.47159882897,480000.0,480000.0,455246.47159882897,8366.316447324267
1295,455247.2325397584,455247.2325397584,0.0,455247.2325397584,480000.0,480000.0,455247.2325397584,8366.316447324267
1296,455247.9934806879,455247.9934806879,0.0,455247.9934806879,480000.0,480000.0,455247.9934806879,8366.316447324267
1297,455248.7544216172,455248.7544216172,0.0,455248.7544216172,480000.0,480000.0,455248.7544216172,8366.316447324267
1298,455249.51536254666,455249.51536254666,0.0,455249.51536254666,480000.0,480000.0,455249.51536254666,8366.316447324267
1299,455250.276303476,455250.276303476,0.0,455250.276303476,480000.0,480000.0,455250.276303476,8366.316447324267
1300,455251.0372444054,455251.0372444054,0.0,455251.0372444054,480000.0,480000.0,455251.0372444054,8366.316447324267
1301,455251.7981853349,455251.7981853349,0.0,455251.7981853349,480000.0,480000.0,455251.7981853349,8366.316447324267
1302,455252.5591262643,455252.5591262643,0.0,455252.5591262643,480000.0,480000.0,455252.5591262643,8366.316447324267
1303,455253.3200671937,455253.3200671937,0.0,455253.3200671937,480000.0,480000.0,455253.3200671937,8366.316447324267
1304,455254.08100812306,455254.08100812306,0.0,455254.08100812306,480000.0,480000.0,455254.08100812306,8366.316447324267
1305,455254.84194905247,455254.84194905247,0.0,455254.84194905247,480000.0,480000.0,455254.84194905247,8366.316447324267
1306,455255.60288998194,455255.60288998194,0.0,455255.60288998194,480000.0,480000.0,455255.60288998194,8366.316447324267
1307,455256.3638309112,455256.3638309112,0.0,455256.3638309112,480000.0,480000.0,455256.3638309112,8366.316447324267
1308,455257.12477184064,455257.12477184064,0.0,455257.12477184064,480000.0,480000.0,455257.12477184064,8366.316447324267
1309,455257.88571277005,455257.88571277005,0.0,455257.88571277005,480000.0,480000.0,455257.88571277005,8366.316447324267
1310,455258.64665369946,455258.64665369946,0.0,455258.64665369946,480000.0,480000.0,455258.64665369946,8366.316447324267
1311,455259.4075946289,455259.4075946289,0.0,455259.4075946289,480000.0,480000.0,455259.4075946289,8366.316447324267
1312,455260.1685355582,455260.1685355582,0.0,455260.1685355582,480000.0,480000.0,455260.1685355582,8366.316447324267
1313,455260.9294764877,455260.9294764877,0.0,455260.9294764877,480000.0,480000.0,455260.9294764877,8366.316447324267
1314,455261.6904174171,455261.6904174171,0.0,455261.6904174171,480000.0,480000.0,455261.6904174171,8366.316447324267
1315,455262.4513583465,455262.4513583465,0.0,455262.4513583465,480000.0,480000.0,455262.4513583465,8366.316447324267
1316,455263.21229927597,455263.21229927597,0.0,455263.21229927597,480000.0,480000.0,455263.21229927597,8366.316447324267
1317,455263.9732402053,455263.9732402053,0.0,455263.9732402053,480000.0,480000.0,455263.9732402053,8366.316447324267
1318,455264.73418113467,455264.73418113467,0.0,455264.73418113467,480000.0,480000.0,455264.73418113467,8366.316447324267
1319,455265.49512206414,455265.49512206414,0.0,455265.49512206414,480000.0,480000.0,455265.49512206414,8366.316447324267
1320,455266.25606299355,455266.25606299355,0.0,455266.25606299355,480000.0,480000.0,455266.25606299355,8366.316447324267
1321,455267.0170039228,455267.0170039228,0.0,455267.0170039228,480000.0,480000.0,455267.0170039228,8366.316447324267
1322,455267.7779448523,455267.7779448523,0.0,455267.7779448523,480000.0,480000.0,455267.7779448523,8366.316447324267
1323,455268.5388857817,455268.5388857817,0.0,455268.5388857817,480000.0,480000.0,455268.5388857817,8366.316447324267
1324,455269.29982671107,455269.29982671107,0.0,455269.29982671107,480000.0,480000.0,455269.29982671107,8366.316447324267
1325,455270.0607676405,455270.0607676405,0.0,455270.0607676405,480000.0,480000.0,455270.0607676405,8366.316447324267
1326,455270.8217085699,455270.8217085699,0.0,455270.8217085699,480000.0,480000.0,455270.8217085699,8366.316447324267
1327,455271.5826494993,455271.5826494993,0.0,455271.5826494993,480000.0,480000.0,455271.5826494993,8366.316447324267
1328,455272.34359042876,455272.34359042876,0.0,455272.34359042876,480000.0,480000.0,455272.34359042876,8366.316447324267
1329,455273.1045313581,455273.1045313581,0.0,455273.1045313581,480000.0,480000.0,455273.1045313581,8366.316447324267
1330,455273.8654722875,455273.8654722875,0.0,455273.8654722875,480000.0,480000.0,455273.8654722875,8366.316447324267
1331,455274.6264132169,455274.6264132169,0.0,455274.6264132169,480000.0,480000.0,455274.6264132169,8366.316447324267
1332,455275.3873541464,455275.3873541464,0.0,455275.3873541464,480000.0,480000.0,455275.3873541464,8366.316447324267
1333,455276.14829507575,455276.14829507575,0.0,455276.14829507575,480000.0,480000.0,455276.14829507575,8366.316447324267
1334,455276.90923600504,455276.90923600504,0.0,455276.90923600504,480000.0,480000.0,455276.90923600504,8366.316447324267
1335,455277.67017693457,455277.67017693457,0.0,455277.67017693457,480000.0,480000.0,455277.67017693457,8366.316447324267
1336,455278.43111786386,455278.43111786386,0.0,455278.43111786386,480000.0,480000.0,455278.43111786386,8366.316447324267
1337,455279.1920587934,455279.1920587934,0.0,455279.1920587934,480000.0,480000.0,455279.1920587934,8366.316447324267
1338,455279.95299972274,455279.95299972274,0.0,455279.95299972274,480000.0,480000.0,455279.95299972274,8366.316447324267
1339,455280.7139406521,455280.7139406521,0.0,455280.7139406521,480000.0,480000.0,455280.7139406521,8366.316447324267
1340,455281.47488158155,455281.47488158155,0.0,455281.47488158155,480000.0,480000.0,455281.47488158155,8366.316447324267
1341,455282.23582251096,455282.23582251096,0.0,455282.23582251096,480000.0,480000.0,455282.23582251096,8366.316447324267
1342,455282.9967634403,455282.9967634403,0.0,455282.9967634403,480000.0,480000.0,455282.9967634403,8366.316447324267
1343,455283.7577043698,455283.7577043698,0.0,455283.7577043698,480000.0,480000.0,455283.7577043698,8366.316447324267
1344,455284.51864529913,455284.51864529913,0.0,455284.51864529913,480000.0,480000.0,455284.51864529913,8366.316447324267
1345,455285.2795862286,455285.2795862286,0.0,455285.2795862286,480000.0,480000.0,455285.2795862286,8366.316447324267
1346,455286.04052715795,455286.04052715795,0.0,455286.04052715795,480000.0,480000.0,455286.04052715795,8366.316447324267
1347,455286.80146808736,455286.80146808736,0.0,455286.80146808736,480000.0,480000.0,455286.80146808736,8366.316447324267
1348,455287.56240901677,455287.56240901677,0.0,455287.56240901677,480000.0,480000.0,455287.56240901677,8366.316447324267
1349,455288.3233499461,455288.3233499461,0.0,455288.3233499461,480000.0,480000.0,455288.3233499461,8366.316447324267
1350,455289.08429087565,455289.08429087565,0.0,455289.08429087565,480000.0,480000.0,455289.08429087565,8366.316447324267
1351,455289.84523180494,455289.84523180494,0.0,455289.84523180494,480000.0,480000.0,455289.84523180494,8366.316447324267
1352,455290.6061727343,455290.6061727343,0.0,455290.6061727343,480000.0,480000.0,455290.6061727343,8366.316447324267
1353,455291.3671136638,455291.3671136638,0.0,455291.3671136638,480000.0,480000.0,455291.3671136638,8366.316447324267
1354,455292.12805459317,455292.12805459317,0.0,455292.12805459317,480000.0,480000.0,455292.12805459317,8366.316447324267
1355,455292.8889955226,455292.8889955226,0.0,455292.8889955226,480000.0,480000.0,455292.8889955226,8366.316447324267
1356,455293.649936452,455293.649936452,0.0,455293.649936452,480000.0,480000.0,455293.649936452,8366.316447324267
1357,455294.41087738134,455294.41087738134,0.0,455294.41087738134,480000.0,480000.0,455294.41087738134,8366.316447324267
1358,455295.17181831086,455295.17181831086,0.0,455295.17181831086,480000.0,480000.0,455295.17181831086,8366.316447324267
1359,455295.9327592402,455295.9327592402,0.0,455295.9327592402,480000.0,480000.0,455295.9327592402,8366.316447324267
1360,455296.69370016956,455296.69370016956,0.0,455296.69370016956,480000.0,480000.0,455296.69370016956,8366.316447324267
1361,455297.454641099,455297.454641099,0.0,455297.454641099,480000.0,480000.0,455297.454641099,8366.316447324267
1362,455298.2155820284,455298.2155820284,0.0,455298.2155820284,480000.0,480000.0,455298.2155820284,8366.316447324267
1363,455298.97652295785,455298.97652295785,0.0,455298.97652295785,480000.0,480000.0,455298.97652295785,8366.316447324267
1364,455299.7374638872,455299.7374638872,0.0,455299.7374638872,480000.0,480000.0,455299.7374638872,8366.316447324267
1365,455300.49840481655,455300.49840481655,0.0,455300.49840481655,480000.0,480000.0,455300.49840481655,8366.316447324267
1366,455301.25934574596,455301.25934574596,0.0,455301.25934574596,480000.0,480000.0,455301.25934574596,8366.316447324267
1367,455302.0202866754,455302.0202866754,0.0,455302.0202866754,480000.0,480000.0,455302.0202866754,8366.316447324267
1368,455302.78122760484,455302.78122760484,0.0,455302.78122760484,480000.0,480000.0,455302.78122760484,8366.316447324267
1369,455303.5421685342,455303.5421685342,0.0,455303.5421685342,480000.0,480000.0,455303.5421685342,8366.316447324267
1370,455304.3031094636,455304.3031094636,0.0,455304.3031094636,480000.0,480000.0,455304.3031094636,8366.316447324267
1371,455305.06405039306,455305.06405039306,0.0,455305.06405039306,480000.0,480000.0,455305.06405039306,8366.316447324267
1372,455305.8249913224,455305.8249913224,0.0,455305.8249913224,480000.0,480000.0,455305.8249913224,8366.316447324267
1373,455306.5859322518,455306.5859322518,0.0,455306.5859322518,480000.0,480000.0,455306.5859322518,8366.316447324267
1374,455307.34687318123,455307.34687318123,0.0,455307.34687318123,480000.0,480000.0,455307.34687318123,8366.316447324267
1375,455308.1078141106,455308.1078141106,0.0,455308.1078141106,480000.0,480000.0,455308.1078141106,8366.316447324267
1376,455308.86875504005,455308.86875504005,0.0,455308.86875504005,480000.0,480000.0,455308.86875504005,8366.316447324267
1377,455309.62969596946,455309.62969596946,0.0,455309.62969596946,480000.0,480000.0,455309.62969596946,8366.316447324267
1378,455310.39063689875,455310.39063689875,0.0,455310.39063689875,480000.0,480000.0,455310.39063689875,8366.316447324267
1379,455311.1515778282,455311.1515778282,0.0,455311.1515778282,480000.0,480000.0,455311.1515778282,8366.316447324267
1380,455311.9125187576,455311.9125187576,0.0,455311.9125187576,480000.0,480000.0,455311.9125187576,8366.316447324267
1381,455312.673459687,455312.673459687,0.0,455312.673459687,480000.0,480000.0,455312.673459687,8366.316447324267
1382,455313.4344006165,455313.4344006165,0.0,455313.4344006165,480000.0,480000.0,455313.4344006165,8366.316447324267
1383,455314.1953415458,455314.1953415458,0.0,455314.1953415458,480000.0,480000.0,455314.1953415458,8366.316447324267
1384,455314.95628247526,455314.95628247526,0.0,455314.95628247526,480000.0,480000.0,455314.95628247526,8366.316447324267
1385,455315.7172234047,455315.7172234047,0.0,455315.7172234047,480000.0,480000.0,455315.7172234047,8366.316447324267
1386,455316.478164334,455316.478164334,0.0,455316.478164334,480000.0,480000.0,455316.478164334,8366.316447324267
1387,455317.23910526343,455317.23910526343,0.0,455317.23910526343,480000.0,480000.0,455317.23910526343,8366.316447324267
1388,455318.0000461928,455318.0000461928,0.0,455318.0000461928,480000.0,480000.0,455318.0000461928,8366.316447324267
1389,455318.7609871222,455318.7609871222,0.0,455318.7609871222,480000.0,480000.0,455318.7609871222,8366.316447324267
1390,455319.52192805166,455319.52192805166,0.0,455319.52192805166,480000.0,480000.0,455319.52192805166,8366.316447324267
1391,455320.282868981,455320.282868981,0.0,455320.282868981,480000.0,480000.0,455320.282868981,8366.316447324267
1392,455321.0438099105,455321.0438099105,0.0,455321.0438099105,480000.0,480000.0,455321.0438099105,8366.316447324267
1393,455321.80475083983,455321.80475083983,0.0,455321.80475083983,480000.0,480000.0,455321.80475083983,8366.316447324267
1394,455322.56569176924,455322.56569176924,0.0,455322.56569176924,480000.0,480000.0,455322.56569176924,8366.316447324267
1395,455323.32663269877,455323.32663269877,0.0,455323.32663269877,480000.0,480000.0,455323.32663269877,8366.316447324267
1396,455324.087573628,455324.087573628,0.0,455324.087573628,480000.0,480000.0,455324.087573628,8366.316447324267
1397,455324.8485145575,455324.8485145575,0.0,455324.8485145575,480000.0,480000.0,455324.8485145575,8366.316447324267
1398,455325.6094554869,455325.6094554869,0.0,455325.6094554869,480000.0,480000.0,455325.6094554869,8366.316447324267
1399,455326.3703964162,455326.3703964162,0.0,455326.3703964162,480000.0,480000.0,455326.3703964162,8366.316447324267
1400,455327.1313373457,455327.1313373457,0.0,455327.1313373457,480000.0,480000.0,455327.1313373457,8366.316447324267
1401,455327.892278275,455327.892278275,0.0,455327.892278275,480000.0,480000.0,455327.892278275,8366.316447324267
1402,455328.6532192044,455328.6532192044,0.0,455328.6532192044,480000.0,480000.0,455328.6532192044,8366.316447324267
1403,455329.41416013386,455329.41416013386,0.0,455329.41416013386,480000.0,480000.0,455329.41416013386,8366.316447324267
1404,455330.1751010633,455330.1751010633,0.0,455330.1751010633,480000.0,480000.0,455330.1751010633,8366.316447324267
1405,455330.9360419927,455330.9360419927,0.0,455330.9360419927,480000.0,480000.0,455330.9360419927,8366.316447324267
1406,455331.69698292203,455331.69698292203,0.0,455331.69698292203,480000.0,480000.0,455331.69698292203,8366.316447324267
1407,455332.45792385144,455332.45792385144,0.0,455332.45792385144,480000.0,480000.0,455332.45792385144,8366.316447324267
1408,455333.2188647809,455333.2188647809,0.0,455333.2188647809,480000.0,480000.0,455333.2188647809,8366.316447324267
1409,455333.9798057103,455333.9798057103,0.0,455333.9798057103,480000.0,480000.0,455333.9798057103,8366.316447324267
1410,455334.7407466398,455334.7407466398,0.0,455334.7407466398,480000.0,480000.0,455334.7407466398,8366.316447324267
1411,455335.5016875691,455335.5016875691,0.0,455335.5016875691,480000.0,480000.0,455335.5016875691,8366.316447324267
1412,455336.2626284985,455336.2626284985,0.0,455336.2626284985,480000.0,480000.0,455336.2626284985,8366.316447324267
1413,455337.02356942784,455337.02356942784,0.0,455337.02356942784,480000.0,480000.0,455337.02356942784,8366.316447324267
1414,455337.78451035725,455337.78451035725,0.0,455337.78451035725,480000.0,480000.0,455337.78451035725,8366.316447324267
1415,455338.54545128666,455338.54545128666,0.0,455338.54545128666,480000.0,480000.0,455338.54545128666,8366.316447324267
1416,455339.30639221607,455339.30639221607,0.0,455339.30639221607,480000.0,480000.0,455339.30639221607,8366.316447324267
1417,455340.0673331455,455340.0673331455,0.0,455340.0673331455,480000.0,480000.0,455340.0673331455,8366.316447324267
1418,455340.8282740749,455340.8282740749,0.0,455340.8282740749,480000.0,480000.0,455340.8282740749,8366.316447324267
